sentence,hypothesis,features,amibiguity
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.1.3') add middlebox('copyright monitoring'), middlebox('load balancer'), middlebox('overuse notification') start hour('05:00') end hour('12:10')",define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.39') remove middlebox('parental control') start hour('15:00') end hour('18:30'),"[3, 1, 0, 1, 0, 0, 0, 3.3853860737449075, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1.4369249737722756, 4]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.16.52') set quota('upload', '7', 'gb/wk')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.16.55') set quota('any', '3', 'gb/wk')","[5, 0, 1440.0, 0, 0, 1, 0, 3.215810517367828, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.26') set quota('any', '9', 'gb/wk')","define intent hypIntent: for group('dorms') set bandwidth('max', '80', 'mbps')","[4, 1, 1440.0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",0
"define intent stnIntent: for group('dorms') allow service('MSN chat'), service('netflix')",define intent hypIntent: for group('dorms') block traffic('social media') protocol('secure IMAP'),"[5, 1, 1440.0, 1, 1, 1, 1, 0, 0, 0, 2, 1, 2, 0, 1, 0, 1, 0, 0]",1
"define intent stnIntent: for group('dorms') set quota('upload', '3', 'gb/wk')","define intent hypIntent: for group('dorms') set quota('download', '8', 'gb/wk')","[5, 0, 1440.0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('19.16.1.1') allow service('PC Telephone'), service('instagram')",define intent hypIntent: from endpoint('19.16.1.1') to endpoint('19.16.1.1') block service('vimeo') traffic('H323 video conferencing'),"[2, 1, 1440.0, 1, 0, 0, 1, 4.0, 4, 0.6416801868832239, 3, 0, 0, 0, 1, 0, 0, 0, 0]",1
"define intent stnIntent: for group('dorms') add middlebox('dpi'), middlebox('copyright monitoring'), middlebox('unit firewall') start hour('02:00') end hour('12:30')","define intent hypIntent: for group('dorms') remove middlebox('dpi'), middlebox('copyright monitoring') start hour('14:40') end hour('18:30')","[5, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 2.9652191302049298, 5]",0
"define intent stnIntent: for group('dorms') set quota('any', '7', 'gb/wk') start hour('10:30') end hour('15:20')","define intent hypIntent: for group('dorms') set quota('upload', '6', 'gb/wk')","[5, 0, 291.0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: for group('dorms') unset bandwidth('max', '30', 'mbps')","define intent hypIntent: for group('dorms') unset quota('upload', '1', 'gb/wk')","[5, 1, 1440.0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.50') set bandwidth('max', '80', 'mbps') start hour('11:10') end hour('16:00')","define intent hypIntent: for group('guests') set bandwidth('max', '30', 'mbps')","[3, 0, 291.0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.2.4') add middlebox('load balancer'), middlebox('overuse notification'), middlebox('firewall')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.2.6') remove middlebox('ids'), middlebox('unit firewall')","[5, 1, 1440.0, 1, 0, 1, 0, 2.876672075130216, 4, 0, 0, 0, 0, 0, 0, 0, 0, 2.479841937555403, 5]",0
define intent stnIntent: for group('dorms') allow service('Everquest') traffic('H323 video conferencing'),define intent hypIntent: for group('dorms') block service('Sorenson Videophone 200') protocol('ssh'),"[5, 1, 1440.0, 1, 1, 1, 1, 0, 0, 0.44823533970186, 2, 1, 2, 0, 1, 0, 1, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.1.2') unset quota('upload', '6', 'gb/wk')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.1.3') unset quota('upload', '5', 'gb/wk')","[3, 0, 1440.0, 0, 0, 1, 0, 3.1873599261508905, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"define intent stnIntent: for group('students') set bandwidth('min', '10', 'mbps')","define intent hypIntent: for group('educatee') set bandwidth('max', '70', 'mbps')","[5, 0, 1440.0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: for group('students') unset quota('download', '4', 'gb/wk') start hour('02:40') end hour('12:10')","define intent hypIntent: for group('students') unset bandwidth('max', '30', 'mbps') start hour('16:10') end hour('18:40')","[5, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.29.79') set bandwidth('max', '30', 'mbps')","define intent hypIntent: for group('guests') set bandwidth('max', '70', 'mbps')","[3, 0, 1440.0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1
define intent stnIntent: for group('guests') allow service('MSN chat') traffic('social media'),define intent hypIntent: for group('non registered users') block service('amazon prime video') protocol('secure IMAP'),"[5, 1, 1440.0, 1, 1, 1, 0, 0, 0, 0.38668166716433927, 2, 0, 2, 0, 1, 0, 1, 0, 0]",0
"define intent stnIntent: for group('students') allow traffic('gaming'), traffic('video conference') start hour('09:40') end hour('16:10')",define intent hypIntent: for group('students') block traffic('gaming') protocol('scp') start hour('08:40') end hour('19:40'),"[5, 1, 391.0, 1, 2, 1, 0, 0, 0, 0, 0, 1, 2, 1.3805579767871468, 3, 0, 1, 0, 0]",1
"define intent stnIntent: for group('dorms') add middlebox('traffics monitor'), middlebox('dpi')",define intent hypIntent: for group('dorm') add middlebox('overuse notification'),"[5, 1, 1440.0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0.4213248684778714, 3]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.37.86') set bandwidth('min', '30', 'mbps')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.37.93') set bandwidth('max', '20', 'mbps')","[5, 0, 1440.0, 0, 0, 1, 0, 3.1463038335531004, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.16.52') block traffic('streaming'), traffic('file sharing')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.16.58') block traffic('file sharing'), traffic('voip')","[5, 1, 1440.0, 0, 0, 1, 0, 3.4384476999855513, 4, 0, 0, 0, 0, 2.0797903324910263, 4, 0, 0, 0, 0]",0
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.27') allow service('netflix') traffic('email'),define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.29') block traffic('file sharing') protocol('IMAP'),"[5, 1, 1440.0, 1, 0, 1, 1, 2.003887346086242, 4, 0, 1, 0, 0, 0.47112942478618297, 2, 0, 1, 0, 0]",1
"define intent stnIntent: for group('dorms') unset bandwidth('min', '50', 'mbps')","define intent hypIntent: for group('dorms') unset quota('download', '4', 'gb/wk')","[5, 1, 1440.0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",0
define intent stnIntent: for group('dorms') allow traffic('torrent') protocol('tcp'),define intent hypIntent: for group('dorms') block traffic('streaming') protocol('snmp'),"[5, 1, 1440.0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 2, 0.4410670165387796, 2, 0.3424253735565795, 2, 0, 0]",1
"define intent stnIntent: for group('students') remove middlebox('copyright monitoring'), middlebox('network border system')",define intent hypIntent: for group('scholar') remove middlebox('network border system'),"[5, 1, 1440.0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1.5416966020380887, 3]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.37.86') set quota('upload', '5', 'gb/wk') start hour('09:30') end hour('14:30')","define intent hypIntent: for group('guests') set quota('upload', '7', 'gb/wk') start hour('08:40') end hour('16:10')","[3, 0, 301.0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.37.86') remove middlebox('dpi'), middlebox('firewall'), middlebox('network border system')",define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.37.95') add middlebox('ids'),"[5, 1, 1440.0, 1, 0, 1, 0, 3.3115160054273245, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0.8718379870852112, 4]",0
define intent stnIntent: for group('dorms') allow service('youtube') traffic('social media'),define intent hypIntent: for group('hall') block traffic('voip') protocol('quic'),"[5, 1, 1440.0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 2, 0.10025603015780096, 2, 0, 1, 0, 0]",1
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.27') allow service('Net2Phone') protocol('tcp'),define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.29') allow traffic('video conference') protocol('nat'),"[5, 1, 1440.0, 0, 0, 1, 1, 2.003887346086242, 4, 0, 1, 0, 0, 0, 1, 0.47293556860859953, 2, 0, 0]",0
"define intent stnIntent: for group('dorms') add middlebox('traffics monitor'), middlebox('network border system'), middlebox('load balancer')","define intent hypIntent: for group('dorms') remove middlebox('ids'), middlebox('network border system')","[5, 1, 1440.0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 2.321006167525562, 5]",1
"define intent stnIntent: for group('students') unset bandwidth('max', '80', 'mbps')","define intent hypIntent: for group('students') set quota('download', '5', 'gb/wk')","[5, 1, 1440.0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",0
define intent stnIntent: for group('students') allow traffic('social media') protocol('https'),define intent hypIntent: for group('students') block traffic('social media') protocol('tcp'),"[5, 1, 1440.0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 2, 1.0, 2, 0.33266044169827036, 2, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('19.16.1.1') set bandwidth('max', '10', 'mbps')","define intent stnIntent: for group('dorms') add middlebox('firewall'), middlebox('ips'), middlebox('traffics monitor')","[2, 1, 1440.0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.15') add middlebox('load balancer'), middlebox('ips'), middlebox('firewall')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.16') remove middlebox('overuse notification'), middlebox('firewall')","[5, 1, 1440.0, 1, 0, 1, 0, 2.4287910354598754, 4, 0, 0, 0, 0, 0, 0, 0, 0, 2.7454185748049342, 5]",1
"define intent stnIntent: for group('students') set quota('download', '7', 'gb/wk')","define intent hypIntent: for group('students') set bandwidth('min', '70', 'mbps')","[5, 1, 1440.0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",0
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.37.86') add middlebox('unit firewall'),"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.37.94') remove middlebox('network border system'), middlebox('unit firewall')","[5, 1, 1440.0, 1, 0, 1, 0, 3.2601204750769788, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1.4730571673336788, 3]",1
"define intent stnIntent: for group('students') set quota('upload', '2', 'gb/wk')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.15') add middlebox('unit firewall'), middlebox('ips')","[4, 1, 1440.0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.50') allow service('MSN audio'), service('CounterStrike')",define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.22.68') block service('Net2Phone') protocol('tcp'),"[3, 1, 1440.0, 1, 0, 1, 1, 3.2890161408009333, 4, 1.0898892679841443, 3, 0, 0, 0, 0, 0, 1, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.37.90') set quota('download', '5', 'gb/wk')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.16.52') add middlebox('parental control'), middlebox('network border system'), middlebox('copyright monitoring')","[3, 1, 1440.0, 0, 0, 0, 0, 3.343133567223045, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3]",0
"define intent stnIntent: for group('guests') set quota('any', '1', 'gb/wk')","define intent hypIntent: for group('non registered users') set quota('download', '7', 'gb/wk')","[5, 0, 1440.0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.15') set quota('download', '9', 'gb/wk')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.51') add middlebox('unit firewall'), middlebox('dpi'), middlebox('load balancer')","[2, 1, 1440.0, 0, 0, 0, 0, 2.557687523391615, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.26') set quota('upload', '4', 'gb/wk') start hour('11:40') end hour('17:00')","define intent hypIntent: for group('dorms') set quota('any', '5', 'gb/wk')","[4, 0, 321.0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.22.74') set quota('download', '2', 'gb/wk')","define intent stnIntent: for group('guests') add middlebox('dpi'), middlebox('firewall')","[3, 1, 1440.0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2]",0
"define intent stnIntent: for group('students') set bandwidth('max', '90', 'mbps')","define intent hypIntent: for group('educatee') set bandwidth('min', '50', 'mbps')","[5, 0, 1440.0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]",1
define intent stnIntent: for group('students') allow service('file transfer') traffic('streaming'),define intent hypIntent: for group('student') allow service('youtube') protocol('sftp'),"[5, 1, 1440.0, 0, 1, 1, 1, 0, 0, 0.45088605576316565, 2, 0, 2, 0, 1, 0, 1, 0, 0]",0
define intent stnIntent: for group('dorms') allow service('netflix') traffic('gaming'),define intent hypIntent: for group('dorm') block traffic('streaming') protocol('sftp'),"[5, 1, 1440.0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 2, 0.7404826229100258, 2, 0, 1, 0, 0]",1
"define intent stnIntent: for group('guests') remove middlebox('ips'), middlebox('unit firewall')","define intent hypIntent: for group('guests') remove middlebox('firewall'), middlebox('load balancer'), middlebox('traffics monitor')","[5, 1, 1440.0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 2.468518335550814, 5]",0
"define intent stnIntent: for group('guests') set quota('any', '3', 'gb/wk')","define intent hypIntent: for group('guests') set quota('any', '1', 'gb/wk')","[5, 0, 1440.0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",1
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.2.4') allow service('email') traffic('social media'),define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.2.11') block traffic('any') protocol('icmp'),"[5, 1, 1440.0, 1, 0, 1, 0, 2.3119019834758245, 4, 0, 1, 0, 0, -0.09354514386993085, 2, 0, 1, 0, 0]",0
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.2.4'),define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.2.7'),"[5, 1, 1440.0, 0, 0, 1, 0, 3.030075876743088, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: for group('dorms') unset quota('any', '7', 'gb/wk')","define intent hypIntent: for group('dorms') unset quota('any', '5', 'gb/wk')","[5, 0, 1440.0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",0
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.22.74') allow service('bittorrent') traffic('video conference'),define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.16.52') block traffic('social media') protocol('udp'),"[3, 1, 1440.0, 1, 0, 0, 1, 3.2693533900149294, 4, 0, 1, 0, 0, 0.5536857833722539, 2, 0, 1, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.29.81') unset quota('upload', '3', 'gb/wk')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.29.75') set bandwidth('max', '10', 'mbps')","[5, 1, 1440.0, 1, 0, 1, 0, 3.497293782720254, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"define intent stnIntent: for group('guests') set quota('upload', '7', 'gb/wk')","define intent hypIntent: for group('guests') set quota('upload', '6', 'gb/wk')","[5, 0, 1440.0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.1.2') unset bandwidth('min', '50', 'mbps')","define intent hypIntent: for group('dorms') unset bandwidth('min', '60', 'mbps')","[3, 0, 1440.0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",0
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.2.4'),define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.2.5'),"[5, 1, 1440.0, 0, 0, 1, 0, 3.0540688250801304, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.29.75') add middlebox('parental control'), middlebox('firewall') start hour('06:00') end hour('13:20')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.37.95') remove middlebox('traffics monitor'), middlebox('parental control'), middlebox('network border system') start hour('14:40') end hour('15:20')","[4, 1, 0, 1, 0, 0, 0, 3.485787681913822, 4, 0, 0, 0, 0, 0, 0, 0, 0, 2.6974761050027904, 5]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.22.63') set bandwidth('max', '20', 'mbps')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.22.65') set bandwidth('max', '20', 'mbps')","[5, 0, 1440.0, 0, 0, 1, 0, 3.2931554227832742, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.37.90') remove middlebox('copyright monitoring'), middlebox('unit firewall')",define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.50') remove middlebox('unit firewall'),"[3, 1, 1440.0, 0, 0, 1, 0, 3.364082558419526, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1.3738805646190524, 3]",0
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.29.75'),define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.29.79'),"[5, 1, 1440.0, 0, 0, 1, 0, 3.316233003252733, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.22.63') allow service('Sorenson Videophone 200') traffic('peer2peer'),define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.22.73') allow traffic('file sharing') protocol('secure IMAP'),"[5, 1, 1440.0, 0, 0, 1, 0, 3.388529334286819, 4, 0, 1, 0, 0, 0.5046808235937003, 2, 0, 1, 0, 0]",0
"define intent stnIntent: for group('guests') set quota('upload', '5', 'gb/wk')","define intent hypIntent: for group('guest users') set quota('upload', '2', 'gb/wk')","[5, 0, 1440.0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: for group('dorms') set bandwidth('min', '40', 'mbps')",define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.29.75') allow service('Sorenson Videophone 200') protocol('snmp'),"[2, 1, 1440.0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0]",0
